gene	chr	tss
STRAP	12	15882353
DERA	12	15911171
SLC15A5	12	16277685
MGST1	12	16347642
LMO3	12	16608214
RERGL	12	18090193
PIK3C2G	12	18261539
PLCZ1	12	18738059
CAPZA3	12	18738110
PLEKHA5	12	19129691
AEBP2	12	19439673
PDE3A	12	20369244
SLCO1C1	12	20695464
SLCO1B3	12	20810703
SLCO1B7	12	21015695
SLCO1B1	12	21131193
SLCO1A2	12	21334898
IAPP	12	21372867
PYROXD1	12	21437603
RECQL	12	21501669
GOLT1B	12	21501764
SPX	12	21526256
GYS2	12	21604847
LDHB	12	21657855
KCNJ8	12	21774821
ABCC9	12	21936694
CMAS	12	22046173
ST8SIA1	12	22334714
C2CD5	12	22544546
ETNK1	12	22625141
SOX5	12	23949703
LINC00477	12	24584168
BCAT1	12	24949459
C12orf77	12	24997439
LRMP	12	25052246
CASC1	12	25195162
ETFRF1	12	25195215
KRAS	12	25250931
LMNTD1	12	25553283
RASSF8	12	25959030
BHLHE41	12	26125070
SSPN	12	26195572
ITPR2	12	26833198
INTS13	12	26938321
FGFR1OP2	12	26938371
TM7SF3	12	27014406
MED21	12	27022521
C12orf71	12	27082522
STK38L	12	27244144
ARNTL2	12	27332853
SMCO2	12	27466809
PPFIBP1	12	27524111
REP15	12	27696518
MRPS35	12	27710772
MANSC4	12	27771276
KLHL42	12	27780253
PTHLH	12	27971983
CCDC91	12	28190426
FAR2	12	29223622
ERGIC2	12	29381210
OVCH1	12	29497686
TMTC1	12	29784759
IPO8	12	30695995
CAPRIN2	12	30754514
LINC00941	12	30795680
TSPAN11	12	30926903
DDX11	12	31073844
FAM60A	12	31326187
DENND5B	12	31591018
ETFBKMT	12	31659186
AMN1	12	31729174
H3F3C	12	31792241
KIAA1551	12	31959418
BICD1	12	32107250
FGD4	12	32502042
DNM1L	12	32679199
YARS2	12	32755953
PKP2	12	32896846
SYT10	12	33439819
ALG10	12	34022280
ALG10B	12	38316754
CPNE8	12	38905618
KIF21A	12	39443390
ABCD2	12	39620041
C12orf40	12	39626166
SLC2A13	12	40105859
LRRK2	12	40225010
MUC19	12	40393393
CNTN1	12	40692441
PDZRN4	12	41437738
GXYLT1	12	42144871
YAF2	12	42238368
ZCRB1	12	42326130
PPHLN1	12	42326144
PRICKLE1	12	42483995
ADAMTS20	12	43551971
PUS7L	12	43758817
IRAK4	12	43758943
TWF1	12	43806375
TMEM117	12	43835860
NELL2	12	44876464
DBX2	12	45051099
ANO6	12	45215986
LINC00938	12	45727921
ARID2	12	45729708
SCAF11	12	45990618
SLC38A1	12	46269425
SLC38A2	12	46372862
SLC38A4	12	46825997
AMIGO2	12	47079951
PCED1B	12	47079602
PCED1B-AS1	12	47216443
RPAP3	12	47706061
ENDOU	12	47725572
RAPGEF3	12	47758461
SLC48A1	12	47773183
HDAC7	12	47819980
VDR	12	47905031
TMEM106C	12	47963546
COL2A1	12	48004502
SENP1	12	48105992
PFKM	12	48122646
ASB8	12	48157595
CCDC184	12	48183582
OR10AD1	12	48203292
H1FNT	12	48328979
ZNF641	12	48350891
ANP32D	12	48472664
C12orf54	12	48482502
OR8S1	12	48525631
LALBA	12	48570046
KANSL2	12	48682252
CCNT1	12	48716998
LINC00935	12	48727434
ADCY6	12	48789096
CACNB3	12	48818470
DDX23	12	48852174
RND1	12	48865870
CCDC65	12	48904109
FKBP11	12	48925547
ARF3	12	48957469
WNT10B	12	48971858
WNT1	12	48978452
DDN	12	48999305
PRKAG1	12	49018846
KMT2D	12	49055324
RHEBL1	12	49070025
DHH	12	49094819
LMBR1L	12	49110900
TUBA1B	12	49131521
TUBA1A	12	49189324
TUBA1C	12	49227925
PRPH	12	49295125
TROAP	12	49323187
C1QL4	12	49337188
DNAJC22	12	49346916
SPATS2	12	49366904
KCNH3	12	49539156
MCRS1	12	49568145
FAM186B	12	49605650
PRPF40B	12	49623619
FMNL3	12	49707414
TMBIM6	12	49741509
NCKAP5L	12	49828425
BCDIN3D	12	49843129
FAIM2	12	49903977
AQP2	12	49950740
AQP5	12	49961495
AQP6	12	49972836
RACGAP1	12	50025557
ASIC1	12	50057636
SMARCD1	12	50085199
GPD1	12	50103818
COX14	12	50111980
CERS5	12	50167533
LIMA1	12	50283570
FAM186A	12	50396622
LARP4	12	50400808
DIP2B	12	50504984
ATF1	12	50764005
TMPRSS12	12	50842917
METTL7A	12	50924750
HIGD1C	12	50953998
SLC11A2	12	51026416
LETMD1	12	51048298
CSRNP2	12	51083671
TFCP2	12	51173143
POU6F1	12	51217755
DAZAP2	12	51238723
SMAGP	12	51270418
BIN2	12	51324198
CELA1	12	51346679
GALNT6	12	51391416
SLC4A8	12	51424809
SCN8A	12	51591235
FIGNL2	12	51831917
ANKRD33	12	51888008
ACVRL1	12	51907417
ACVR1B	12	51951666
GRASP	12	52006944
NR4A1	12	52051401
ATG101	12	52069973
KRT80	12	52192000
C12orf80	12	52210855
LINC00592	12	52210929
KRT7	12	52233169
KRT86	12	52274644
KRT81	12	52291515
KRT83	12	52321398
KRT85	12	52367525
KRT84	12	52385633
KRT82	12	52406392
KRT75	12	52434326
KRT6B	12	52452126
KRT6C	12	52473785
KRT6A	12	52493397
KRT5	12	52520459
KRT71	12	52553147
KRT74	12	52573825
KRT72	12	52601538
KRT73	12	52618559
KRT2	12	52652175
KRT1	12	52680407
KRT77	12	52703463
KRT76	12	52777345
KRT3	12	52796108
KRT4	12	52814116
KRT79	12	52834293
KRT78	12	52848994
KRT8	12	52949866
KRT18	12	52949058
EIF4B	12	53006257
TNS2	12	53048948
SPRYD3	12	53079420
IGFBP6	12	53097651
SOAT2	12	53103489
CSAD	12	53180646
ZNF740	12	53180750
ITGB7	12	53207307
RARG	12	53232256
MFSD5	12	53252091
ESPL1	12	53268298
PFDN5	12	53295450
C12orf10	12	53299685
AAAS	12	53321628
SP7	12	53335753
SP1	12	53380194
AMHR2	12	53423854
PRR13	12	53441648
PCBP2	12	53452101
PCBP2-OT1	12	53464467
MAP3K12	12	53499660
TARBP2	12	53500920
NPFF	12	53507638
ATF7	12	53626415
ATP5G2	12	53676325
CALCOCO1	12	53727523
CISTR	12	53757034
HOXC13	12	53938791
HOXC12	12	53954867
HOXC11	12	53973125
HOXC-AS3	12	53985519
HOXC10	12	53985161
HOXC-AS2	12	53996785
HOXC9	12	54000118
HOXC8	12	54009105
HOXC4	12	54016851
HOXC6	12	54028409
HOXC5	12	54033047
FLJ12825	12	54058253
LOC400043	12	54126070
SMUG1	12	54188994
CBX5	12	54280131
HNRNPA1	12	54280689
NFE2	12	54301037
COPZ1	12	54325089
GPR84	12	54364486
ZNF385A	12	54384730
ITGA5	12	54419266
GTSF1	12	54473602
NCKAP1L	12	54497710
PDE1B	12	54561443
PPP1R1A	12	54588659
LACRT	12	54634879
DCD	12	54648493
MUCL1	12	54854514
TESPA1	12	54973732
NEUROD4	12	55019944
OR9K2	12	55129768
OR10A7	12	55221024
OR6C74	12	55247287
OR6C6	12	55295232
OR6C1	12	55320599
OR6C3	12	55331700
OR6C75	12	55365110
OR6C65	12	55400528
OR6C76	12	55426253
OR6C2	12	55452213
OR6C70	12	55470138
OR6C68	12	55492377
OR6C4	12	55551226
OR2AP1	12	55574414
OR10P1	12	55636891
METTL7B	12	55681545
ITGA7	12	55707902
BLOC1S1	12	55716033
BLOC1S1-RDH5	12	55716033
RDH5	12	55720366
CD63	12	55729138
GDF11	12	55743279
SARNP	12	55817756
ORMDL2	12	55818021
DNAJC14	12	55829636
MMP19	12	55842983
PYM1	12	55927913
DGKA	12	55932027
PMEL	12	55966062
CDK2	12	55966768
RAB5B	12	55974010
SUOX	12	55997258
IKZF4	12	56020904
RPS26	12	56041901
ERBB3	12	56080024
PA2G4	12	56104318
RPL41	12	56116589
ZC3H10	12	56118219
ESYT1	12	56128201
MYL6B	12	56152419
MYL6	12	56158260
SMARCC2	12	56189574
RNF41	12	56221931
NABP2	12	56224340
SLC39A5	12	56230035
ANKRD52	12	56258359
COQ10A	12	56266857
CS	12	56300391
CNPY2	12	56316348
PAN2	12	56334053
IL23A	12	56338878
STAT2	12	56360253
APOF	12	56362799
TIMELESS	12	56449465
MIP	12	56454651
SPRYD4	12	56468516
GLS2	12	56488414
RBMS2	12	56521824
BAZ2A	12	56636379
ATP5B	12	56646068
PTGES3	12	56688408
NACA	12	56725542
PRIM1	12	56752362
HSD17B6	12	56763217
SDR9C7	12	56934405
RDH16	12	56959374
GPR182	12	56994570
ZBTB39	12	57006513
TAC3	12	57016560
MYO1A	12	57050117
NEMP1	12	57078791
NAB2	12	57088893
STAT6	12	57111413
LRP1	12	57128498
NXPH4	12	57216794
SHMT2	12	57229572
NDUFA4L2	12	57240692
STAC3	12	57251193
R3HDM2	12	57431005
INHBC	12	57434684
INHBE	12	57455290
GLI1	12	57460150
ARHGAP9	12	57478198
MARS	12	57487952
DDIT3	12	57520517
MBD6	12	57522875
DCTN2	12	57547331
KIF5A	12	57550063
PIP4K2C	12	57591158
DTX3	12	57604621
ARHGEF25	12	57611434
SLC26A10	12	57619909
B4GALNT1	12	57633239
OS9	12	57693954
AGAP2	12	57742161
TSPAN31	12	57744988
CDK4	12	57752447
MARCH9	12	57755097
CYP27B1	12	57767193
METTL1	12	57772131
EEF1AKMT3	12	57772599
TSFM	12	57782744
AVIL	12	57816069
CTDSP2	12	57846964
ATP23	12	57941503
LRIG3	12	58920538
SLC16A7	12	59689336
FAM19A2	12	62192839
USP15	12	62260339
MON2	12	62466816
LINC01465	12	62603434
PPM1H	12	62934885
AVPR1A	12	63152810
DPY19L2	12	63668574
TMEM5	12	63779802
SRGAP1	12	63844752
C12orf66	12	64222296
C12orf56	12	64390565
XPOT	12	64404372
TBK1	12	64452059
RASSF3	12	64610512
GNS	12	64759446
TBC1D30	12	64824571
FLJ41278	12	64883773
WIF1	12	65121566
LEMD3	12	65169570
MSRB3	12	65278642
HMGA2	12	65824459
LLPH	12	66130753
TMBIM4	12	66170072
IRAK3	12	66189197
HELB	12	66302544
GRIP1	12	66679145
CAND1	12	67269280
DYRK2	12	67648731
LINC01479	12	67929234
IFNG	12	68159741
IL26	12	68225791
IL22	12	68253501
MDM1	12	68332381
RAP1B	12	68610838
NUP107	12	68686950
SLC35E3	12	68746155
MDM2	12	68809016
CPM	12	68933199
CPSF6	12	69239536
LYZ	12	69348353
YEATS4	12	69359709
FRS2	12	69470348
CCT2	12	69585427
LRRC10	12	69611162
BEST3	12	69699416
RAB3IP	12	69738685
MYRFL	12	69825322
CNOT2	12	70243713
KCNMB4	12	70366281
PTPRB	12	70610024
PTPRR	12	70754608
TSPAN8	12	71157999
LGR5	12	71439769
ZFC3H1	12	71663969
THAP2	12	71663896
TMEM19	12	71686097
RAB21	12	71754862
TBC1D15	12	71839706
TPH2	12	71938845
TRHDE-AS1	12	72273509
TRHDE	12	72272748
ATXN7L3B	12	74537770
KCNC2	12	75209748
CAPS2	12	75330056
GLIPR1L1	12	75334638
GLIPR1L2	12	75391069
GLIPR1	12	75480732
KRR1	12	75511638
PHLDA1	12	76031776
NAP1L1	12	76085033
BBS10	12	76348442
OSBPL8	12	76559809
ZDHHC17	12	76764073
CSRP2	12	76879040
E2F7	12	77065580
NAV3	12	77831288
SYT1	12	78864668
PAWR	12	79691010
PPP1R12A	12	79935455
OTOGL	12	80209452
PTPRQ	12	80444345
MYF6	12	80707628
MYF5	12	80716928
LINC01490	12	80763153
LIN7A	12	80937915
ACSS3	12	81078017
PPFIA2	12	81759330
CCDC59	12	82358420
METTL25	12	82358496
TMTC2	12	82687154
SLC6A15	12	84912829
TSPAN19	12	85036277
LRRIQ1	12	85036320
ALX1	12	85280257
RASSF9	12	85836540
NTS	12	85874294
MGAT4C	12	86838904
C12orf50	12	88029399
C12orf29	12	88035490
CEP290	12	88142216
TMTC3	12	88142295
KITLG	12	88580473
DUSP6	12	89352859
POC1B	12	89526262
GALNT4	12	89524806
POC1B-GALNT4	12	89526262
ATP2B1	12	89656067
ATP2B1-AS1	12	89708954
LINC00615	12	90918022
CCER1	12	90955176
EPYC	12	91005026
KERA	12	91058354
LUM	12	91111765
DCN	12	91178646
LINC01619	12	92142831
BTG1	12	92145897
CLLU1OS	12	92428148
CLLU1	12	92421530
C12orf74	12	92702842
PLEKHG7	12	92736488
EEA1	12	92929331
NUDT4P1	12	93377969
NUDT4	12	93378549
UBE2N	12	93442250
MRPL42	12	93467489
SOCS2-AS1	12	93571398
SOCS2	12	93571680
CRADD	12	93677370
PLXNC1	12	94148722
CEP83	12	94459988
CEP83-AS1	12	94460002
TMCC3	12	94650562
NDUFA12	12	95003713
NR2C1	12	95073628
FGD6	12	95217464
VEZT	12	95217745
METAP2	12	95474045
USP44	12	95548844
NTN4	12	95790758
SNRPF	12	95858930
CCDC38	12	95942650
AMDHD1	12	95943292
HAL	12	95996365
LTA4H	12	96035661
ELK3	12	96194381
CDK17	12	96400588
CFAP54	12	96489570
NEDD1	12	96907222
RMST	12	97465020
TMPO	12	98515572
SLC25A3	12	98593624
IKBIP	12	98645051
APAF1	12	98645299
ANKS1B	12	99154799
FAM71C	12	99647749
UHRF1BP1L	12	100142864
ACTR6	12	100200776
DEPDC4	12	100267079
SCYL2	12	100267139
SLC17A8	12	100357078
NR1H4	12	100473772
GAS2L3	12	100573660
ANO4	12	100794595
SLC5A8	12	101210238
UTP20	12	101280126
ARL1	12	101407820
SPIC	12	101475420
MYBPC1	12	101594930
CHPT1	12	101697638
SYCP3	12	101739472
GNPTAB	12	101830867
DRAM1	12	101877326
WASHC3	12	102062124
NUP37	12	102120131
PARPBP	12	102120170
PMCH	12	102197845
IGF1	12	102480645
LINC00485	12	102824399
PAH	12	102917603
ASCL1	12	102957673
C12orf42	12	103496010
STAB2	12	103587290
NT5DC3	12	103841197
HSP90B1	12	103930333
C12orf73	12	103957215
TDG	12	103965814
GLT8D2	12	104064177
HCFC2	12	104064457
NFYB	12	104138262
TXNRD1	12	104286681
EID3	12	104303731
CHST11	12	104456913
SLC41A2	12	104928694
C12orf45	12	104986319
ALDH1L2	12	105084563
WASHC4	12	105107713
APPL2	12	105236230
C12orf75	12	105330635
CASC18	12	105704202
NUAK1	12	106140033
CKAP4	12	106247935
TCP11L2	12	106302790
POLR3B	12	106357657
RFX4	12	106684698
RIC8B	12	106774555
TMEM263	12	106955721
MTERF2	12	106987166
CRY1	12	107093857
BTBD11	12	107318419
PWP1	12	107685731
PRDM4	12	107761137
ASCL4	12	107774384
WSCD2	12	108129470
CMKLR1	12	108339317
FICD	12	108515273
SART3	12	108561389
ISCU	12	108561462
TMEM119	12	108598118
SELPLG	12	108633894
CORO1C	12	108731550
SSH1	12	108857583
DAO	12	108880080
USP30	12	109052569
ALKBH2	12	109093488
UNG	12	109098117
ACACB	12	109139396
FOXN4	12	109309220
LINC01486	12	109359488
MYO1H	12	109388718
KCTD10	12	109477544
UBE3B	12	109477622
MMAB	12	109573553
MVK	12	109573694
FAM222A	12	109714381
TRPV4	12	109814827
GLTP	12	109880488
TCHP	12	109900517
GIT2	12	109996389
ANKRD13A	12	109999429
C12orf76	12	110067695
IFT81	12	110124334
ATP2A2	12	110281226
ANAPC7	12	110403730
ARPC3	12	110450411
GPN3	12	110468284
FAM216A	12	110468426
VPS29	12	110502140
RAD9B	12	110502199
PPTC7	12	110583259
TCTN1	12	110614026
HVCN1	12	110689812
PPP1CC	12	110742978
CCDC63	12	110846959
MYL2	12	110920600
LINC01405	12	110936601
CUX2	12	111034023
FAM109A	12	111369121
SH2B3	12	111405947
ATXN2	12	111599676
BRAP	12	111685996
ACAD10	12	111686052
ALDH2	12	111766886
MAPKAPK5-AS1	12	111842902
MAPKAPK5	12	111842227
TMEM116	12	112013219
ERP29	12	112013347
NAA25	12	112108831
TRAFD1	12	112125544
HECTD4	12	112382092
RPL6	12	112409641
PTPN11	12	112418897
RPH3A	12	112791743
OAS1	12	112906776
OAS3	12	112938432
OAS2	12	112978468
DTX1	12	113057856
RASAL1	12	113136239
CFAP73	12	113149857
DDX54	12	113185479
RITA1	12	113185525
IQCD	12	113221094
TPCN1	12	113221437
SLC8B1	12	113335168
PLBD2	12	113358565
SDS	12	113403887
SDSL	12	113422389
LHX5	12	113472072
LINC01234	12	113773683
RBM19	12	113966371
TBX5	12	114408442
TBX3	12	114684164
MED13L	12	116277186
LINC00173	12	116533421
MAP1LC3B2	12	116559380
C12orf49	12	116738070
RNFT2	12	116738290
HRK	12	116881427
FBXW8	12	116910955
TESC	12	117099446
TESC-AS1	12	117099466
FBXO21	12	117190495
NOS1	12	117361802
KSR2	12	117968223
RFC5	12	118016660
WSB2	12	118061211
VSIG10	12	118104005
PEBP1	12	118135883
TAOK3	12	118372945
SUDS3	12	118376552
SRRM4	12	118981494
HSPB8	12	119178789
LINC00934	12	119303380
CCDC60	12	119334711
TMEM233	12	119593458
PRKAB1	12	119667955
CIT	12	119877291
BICDL1	12	119989843
RAB35	12	120116839
GCN1	12	120194710
RPLP0	12	120201211
PXN	12	120265771
SIRT4	12	120302320
PLA2G1B	12	120327789
MSI1	12	120369180
COX6A1	12	120438089
TRIAP1	12	120446412
GATC	12	120446437
SRSF9	12	120469755
DYNLL1	12	120496055
COQ5	12	120529161
RNF10	12	120534328
POP5	12	120581394
CABP1	12	120650506
MLEC	12	120687123
UNC119B	12	120710434
ACADS	12	120725737
SPPL3	12	120904352
HNF1A-AS1	12	120972292
HNF1A	12	120978567
C12orf43	12	121016502
OASL	12	121039242
P2RX7	12	121132827
P2RX4	12	121209860
CAMKK2	12	121298308
ANAPC5	12	121352462
RNF34	12	121400082
KDM2B	12	121581015
ORAI1	12	121626549
MORN3	12	121669654
TMEM120B	12	121712751
RHOF	12	121793688
LINC01089	12	121803484
SETD1B	12	121804731
HPD	12	121858863
PSMD9	12	121888730
WDR66	12	121918556
BCL7A	12	122021885
LRRC43	12	122167718
IL31	12	122174199
B3GNT4	12	122203680
DIABLO	12	122226568
VPS33A	12	122266521
CLIP1	12	122422569
CLIP1-AS1	12	122395541
ZCCHC8	12	122501073
RSRC2	12	122527013
KNTC1	12	122527261
HCAR2	12	122703357
HCAR3	12	122716892
HCAR1	12	122730582
DENR	12	122752820
CCDC62	12	122774508
HIP1R	12	122835437
VPS37B	12	122896165
ABCB9	12	122966509
OGFOD2	12	122974702
ARL6IP4	12	122980059
PITPNM2	12	123110428
MPHOSPH9	12	123233238
C12orf65	12	123233296
CDK2AP1	12	123272140
SBNO1	12	123365209
KMT5A	12	123384115
RILPL2	12	123436733
SNRNP35	12	123458103
RILPL1	12	123533718
TMED2	12	123584528
DDX55	12	123602076
EIF2B1	12	123633776
GTF2H3	12	123633738
TCTN2	12	123671112
ATP6V0A2	12	123712317
DNAH10	12	123762494
CCDC92	12	123972985
RFLNA	12	123973183
ZNF664	12	123973214
NCOR2	12	124567464
SCARB1	12	124863973
UBC	12	124915041
DHX37	12	124989121
BRI3BP	12	124993647
AACS	12	125065366
TMEM132B	12	125326615
LINC00939	12	125983374
LINC00944	12	126772262
LINC00943	12	126737006
FLJ37505	12	127881616
LINC00508	12	127983891
LINC00507	12	127915409
CRAT8	12	128027166
TMEM132C	12	128267402
SLC15A4	12	128823996
GLT1D1	12	128853433
TMEM132D	12	129903667
FZD10-AS1	12	130161678
FZD10	12	130162458
PIWIL1	12	130337887
RIMBP2	12	130517865
STX2	12	130839274
RAN	12	130871993
ADGRD1	12	130953906
LACAT8	12	130993976
LINC01257	12	131165010
SFSWAP	12	131711086
MMP17	12	131828392
ULK1	12	131894733
PUS1	12	131929267
EP400	12	131949919
DDX51	12	132144335
NOC4L	12	132144426
GALNT9	12	132206028
FBRSL1	12	132490570
LRCOL1	12	132610451
P2RX2	12	132618779
POLE	12	132687524
PXMP2	12	132687605
PGAM5	12	132710806
ANKLE2	12	132761888
GOLGA3	12	132828702
CHFR	12	132887618
ZNF605	12	132956282
ZNF26	12	132986347
ZNF84	12	133037285
ZNF140	12	133080202
ZNF891	12	133130473
ZNF10	12	133130627
ZNF268	12	133181408
ANHX	12	133235836
LINC00408	13	18905438
TUBA3C	13	19181852
LINC00421	13	19345048
TPTE2	13	19536763
LINC00350	13	19587117
MPHOSPH8	13	19633647
PSPC1	13	19783019
ZMYM5	13	19863636
ZMYM2	13	19958669
LINC01072	13	20102700
GJA3	13	20161044
GJB2	13	20192975
GJB6	13	20232395
CRYL1	13	20525873
IFT88	13	20566815
IL17D	13	20703342
EEF1AKMT1	13	20773958
XPO4	13	20902774
LATS2	13	21061583
SAP18	13	21140513
SKA3	13	21176602
MRPL57	13	21176232
LINC01046	13	21234567
LINC00539	13	21344786
ZDHHC20	13	21459370
MICU2	13	21604216
FGF9	13	21671075
LINC00424	13	21878160
LINC00540	13	22210284
LINC00621	13	22916369
SGCG	13	23180920
SACS	13	23433728
SACS-AS1	13	23418970
LINC00327	13	23469511
TNFRSF19	13	23579359
MIPEP	13	23889448
PCOTH	13	23889438
C1QTNF9B	13	23897006
SPATA13	13	24270686
C1QTNF9	13	24309577
LINC00566	13	24331449
PARP4	13	24512810
ATP12A	13	24680410
RNF17	13	24764162
CENPJ	13	24922889
PABPC3	13	25096137
AMER2	13	25172283
LINC00463	13	25180001
MTMR6	13	25287566
NUP58	13	25301527
ATP8A2	13	25372010
SHISA2	13	26051060
RNF6	13	26222371
CDK8	13	26254103
WASF3	13	26557702
GPR12	13	26760785
USP12	13	27171896
RPL21	13	27251554
RASL11A	13	27270326
GTF3A	13	27424543
MTIF3	13	27450602
LNX2	13	27620583
POLR1D	13	27621778
GSX1	13	27792642
PLUT	13	27917291
PDX1	13	27920030
LINC00543	13	27953525
CDX2	13	27969368
URAD	13	27988637
FLT3	13	28100592
PAN3	13	28138505
FLT1	13	28495128
POMP	13	28659003
SLC46A3	13	28719013
MTUS2	13	29428639
SLC7A1	13	29595688
UBL3	13	29850683
LINC00297	13	29888405
LINC00544	13	29936530
LINC00365	13	30108875
LINC00384	13	30153074
KATNAL1	13	30307487
LINC00426	13	30373914
LINC01058	13	30422244
HMGB1	13	30465965
USPL1	13	30617678
ALOX5AP	13	30735507
LINC00398	13	30803205
LINC00545	13	30882561
MEDAG	13	30906174
TEX26	13	30932696
HSPH1	13	31162021
B3GLCT	13	31199974
RXFP2	13	31739542
FRY	13	32031299
ZAR1L	13	32311954
BRCA2	13	32315479
N4BP2L1	13	32428178
N4BP2L2	13	32538795
PDS5B	13	32586426
LINC00423	13	32911652
KL	13	33016432
STARD13	13	33206050
STARD13-AS	13	33277553
RFC3	13	33818068
LINC00457	13	34640685
NBEA	13	34942286
MAB21L1	13	35476695
LINC00445	13	35697726
DCLK1	13	35855861
CCDC169-SOHLH2	13	36297855
SOHLH2	13	36214615
CCDC169	13	36297855
SPG20	13	36346509
CCNA1	13	36432271
SERTM1	13	36673911
RFXAP	13	36819201
SMAD9	13	36920272
ALG5	13	36999367
EXOSC8	13	37000540
SUPT20H	13	37059713
CSNK1A1L	13	37105664
LINC01048	13	37484784
LINC00547	13	37534939
POSTN	13	37598844
TRPC4	13	37869802
LINC00571	13	38143232
UFM1	13	38349770
LINC00437	13	38686675
LINC00366	13	38567723
FREM2	13	38687035
STOML3	13	38990859
PROSER1	13	39038076
NHLRC3	13	39038310
LHFP	13	39603219
COG6	13	39655626
LINC00332	13	40181808
LINC00598	13	40481006
FOXO1	13	40666597
MRPS31	13	40771211
SLC25A15	13	40789410
ELF1	13	41019372
WBP4	13	41061256
KBTBD6	13	41132800
KBTBD7	13	41194575
MTRF1	13	41263577
NAA16	13	41311204
RGCC	13	41457405
VWA8	13	41961085
DGKH	13	42138041
AKAP11	13	42272152
TNFSF11	13	42574154
FAM216B	13	42781549
LINC01050	13	42812562
LINC00428	13	42872744
EPSTI1	13	42992312
DNAJC15	13	43023225
LINC00400	13	43113164
ENOX1	13	43786980
CCDC122	13	43879690
LACC1	13	43879832
LINC00284	13	44022334
LINC00390	13	44147735
SMIM2	13	44161257
SERP2	13	44373841
TUSC8	13	44405984
TSC22D1	13	44576565
LINC00330	13	44809630
NUFIP1	13	44989478
GPALPP1	13	44989529
GTF2F2	13	45120495
KCTD4	13	45201040
TPT1	13	45341284
TPT1-AS1	13	45341344
SLC25A30	13	45418455
SLC25A30-AS1	13	45418161
COG3	13	45464894
ERICH6B	13	45615739
LINC01055	13	45701184
SPERT	13	45702303
SIAH3	13	45851711
ZC3H13	13	46052778
CPB2	13	46105076
LCP1	13	46182324
LRRC63	13	46211942
LINC00563	13	46297844
RUBCNL	13	46387500
LINC01198	13	46466776
LRCH1	13	46553160
ESD	13	46797232
HTR2A	13	46897076
LINC00562	13	47932622
SUCLA2	13	48001326
NUDT15	13	48037566
MED4	13	48095141
ITM2B	13	48233137
LINC00441	13	48303661
RB1	13	48303746
LPAR6	13	48444704
RCBTB2	13	48533256
LINC00462	13	48580901
CYSLTR2	13	48653710
FNDC3A	13	48976608
MLNR	13	49220337
CDADC1	13	49247910
CAB39L	13	49401538
SETDB2	13	49444292
PHF11	13	49495609
RCBTB1	13	49585583
ARL11	13	49628298
EBPL	13	49691487
KPNA3	13	49792921
SPRYD7	13	49936501
TRIM13	13	49997006
KCNRG	13	50015253
DLEU1	13	50082168
DLEU1-AS1	13	50527449
DLEU7	13	50843939
RNASEH2B	13	50909677
LINC00371	13	51172388
FAM124A	13	51222333
SERPINE3	13	51341031
INTS6	13	51453139
WDFY2	13	51584347
DHRS12	13	51804162
LINC00282	13	51845150
CCDC70	13	51861947
ATP7B	13	52011494
ALG11	13	52012386
UTP14C	13	52024690
NEK5	13	52129092
NEK3	13	52159861
THSD1	13	52406494
VPS36	13	52450678
CKAP2	13	52455359
HNRNPA1L2	13	52617469
SUGT1	13	52652690
CNMD	13	52739812
PCDH8	13	52848640
OLFM4	13	53028740
LINC01065	13	53151900
LINC00558	13	53815418
LINC00458	13	54132871
PRR20D	13	57140917
PRR20C	13	57140917
PRR20B	13	57140917
PRR20A	13	57140917
PRR20E	13	57147487
PCDH17	13	57631654
LINC00374	13	58233117
DIAPH3	13	60163985
LINC00434	13	60268104
TDRD3	13	60396456
LINC00378	13	60672954
PCDH20	13	61415522
LINC00358	13	62029548
LINC01075	13	62212281
LINC00448	13	62796692
LINC00376	13	63328094
LINC00355	13	64076011
LINC01052	13	65866046
PCDH9	13	67230336
LINC00364	13	67372386
LINC00550	13	68885325
LINC00383	13	69222345
KLHL1	13	70108493
LINC00348	13	71015140
DACH1	13	71867192
MZT1	13	72727800
BORA	13	72727748
DIS3	13	72782128
PIBF1	13	72782091
KLF5	13	73058791
LINC00392	13	73564243
KLF12	13	74133929
LINC00402	13	74231443
LINC00381	13	74419172
LINC00347	13	74552842
LINC01078	13	75240587
TBC1D4	13	75482168
COMMD6	13	75537872
UCHL3	13	75549749
LMO7	13	75620433
LMO7DN	13	75871037
LMO7DN-IT1	13	75876885
KCTD12	13	76886405
ACOD1	13	76952488
CLN5	13	76991923
FBXL3	13	77027196
MYCBP2	13	77327042
MYCBP2-AS1	13	77075513
SCEL	13	77535673
SLAIN1	13	77741159
EDNRB-AS1	13	77818936
EDNRB	13	77918831
LINC01069	13	77994773
LINC00446	13	78012882
POU4F1	13	78603560
RNF219	13	78659179
LINC00331	13	78840050
RBM26	13	79406221
NDFIP2	13	79481123
LINC01068	13	79566726
LINC01038	13	79804385
LINC00382	13	79872585
LINC01080	13	80011076
SPRY2	13	80339659
LINC00377	13	81018390
LINC00564	13	81226983
SLITRK1	13	83882393
LINC00333	13	84140601
LINC00375	13	85148057
LINC00351	13	85363602
SLITRK6	13	85799348
LINC00430	13	86911919
MIR4500HG	13	87670963
SLITRK5	13	87672614
LINC00397	13	87810520
LINC00433	13	88540828
LINC00560	13	88626852
LINC01047	13	89236890
LINC00440	13	89235290
LINC01040	13	89500509
LINC00353	13	89564413
